feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,label
-0.9500269996818462,-4.823693226941305,0.09803959795341746,0.17607105708237958,-3.405527100799814,-4.515364795294539,0.23127151841430726,-1.6029935627107097,-1.1681422727541755,0.5667774688155444,-0.5467581480120538,0.3880746732863844,3.8628743172736586,-1.709054581715721,-1.43715378981121,0.7038173856061873,0.11069057054688558,-3.195429770196735,-1.7031698412970315,-1.276105673706229,0.7058844033798268,0.37162963803304055,2.0322411968874246,1.5584052226061689,2.2748176006566787,degenerating
-0.25030312296053736,1.4731412493099196,-0.3566384941390436,0.18737786572589654,-0.4451037626680425,-1.5909737976533935,-0.1409811113821643,0.2871608776027747,0.7420036638354595,0.24044750514001126,1.8389065643095044,-0.24786705924526514,-0.6367206301468105,-1.4871936934229844,-0.8751280279606837,2.460303859348482,0.2538871906655972,-3.098525969682497,1.4852430858408656,0.0308731842042529,-1.2466788733768193,0.6699427761606213,0.352108723915616,-0.42632586644180925,3.4063946776443763,healthy
1.0113403676292219,-0.98166789994455,-0.09414252420741283,-0.6748916292677467,-0.6520191885824318,-1.4528157208583192,0.7387988591478836,-0.4736296745194499,0.0317854190618907,0.7497863441084922,-0.706063863983191,-0.6271309945281689,2.3053756759930897,-2.501911664641268,-1.2889575344959205,1.6756258510094253,-0.5775648464288357,-2.1565415980973572,3.433030979773371,0.4643035854826244,0.12066387809618018,0.7543503330210294,3.946145167303426,-1.1000953409680636,-2.991957149691634,degenerating
-1.8792443678646946,2.212891478755469,0.6576356647244124,-0.01455983772149505,2.4241880398946076,-1.0751004268619482,0.23246482589035944,0.6850693709324386,2.9354760209437836,0.11877840680279592,0.8096224271269085,-0.4916916087597099,-0.9532693369574028,1.244792362215217,-0.610248829249581,1.0114195668578654,1.3898682046779944,-1.840436712180315,0.746267189694255,-0.024023127365470052,-1.1673652646432422,-2.032973548237199,2.018765722795778,1.3955638697052697,3.1244518010392848,healthy
1.8850763300926263,0.45050742296002044,0.42355883701672115,3.452864988923478,-0.9371762934276758,0.41903156410906583,0.11113994301136931,1.716358498799454,2.1509665721410256,2.230818271811151,0.1361958628054981,0.3246397411466488,-1.7712315696608614,2.569748927123136,-0.7081268640084478,0.7065700564305981,-2.2364262035051636,-3.041973524736951,2.0230009824013644,-2.35348319363109,1.890522619807006,0.30054744840099773,0.25650967839868927,1.4595381748779412,-2.4665035055063727,stressed
3.1377518207034774,-2.670921013809717,-1.233817801774028,-1.8220537135634414,0.0151522113153848,-0.6522069329918723,-0.16976645891012931,1.7508410716500276,-5.185860405120013,0.9546421221064131,-0.4757959447086059,-0.27707588805595107,-1.0608976811522353,-1.2969349566660617,-0.9109581754432782,-1.709629942596496,0.04348692860380232,6.0756553658614365,-3.637707284479428,1.3168798384684821,4.389758643666192,0.0817527464644891,-5.994619324734,-0.5814625592604257,-3.122325258590041,degenerating
-1.7252651811880118,3.1837918760602277,-0.0657289443524329,1.0674842424398399,-0.3993804693082029,0.3336983633873384,1.3124667482346886,0.1899139709201114,0.5210315873487545,-0.005386506614087911,-0.9526532293994713,0.3695131163164241,-2.1296289227014364,1.5487022288793701,-1.8265557591292327,-2.234018663651433,0.3532230675468552,-4.864467364877148,1.4317272061069202,-0.755416300249058,-0.14732727685759883,-0.8954583137194013,3.234850328425311,0.31259223015353105,1.0883591385219242,stressed
1.556143408904993,5.37406868609955,-0.21684593856554543,-0.8681142130650693,4.296691704379582,3.3537027101111265,-2.2394104248983764,0.23437276333840346,3.8045599914400734,-0.15195789555783176,0.3387748238996087,-1.146614981730292,-2.841850800152407,2.2689254241389407,-0.035047612322013685,2.72747679534353,-0.9537447835110242,4.007364262436487,2.2497774952593934,1.1395090852038305,-3.949850100147678,0.47902687132962074,-3.8955544830103643,0.9907993854841025,0.6548663108356824,degenerating
-0.649704736882075,-2.9930862252353223,1.4175622239040202,3.440919233787394,-1.6714390185847616,0.6841212491377735,-1.5598383634195974,0.5221815959136071,2.832352957390287,-0.1671111278986771,0.7021929116496299,-1.237699814640416,1.740964483056095,0.1628572993879891,0.7181007888740206,1.8149723575523562,-0.01119917145977023,0.07761211427737749,-2.190825219388824,-0.33555589315130274,-2.543049516191126,-0.11398018998202876,-0.48846996299009615,-0.38867839345363986,2.998917457814969,healthy
0.5574968725290959,0.3178817787586665,-2.244860266589254,-3.1817557031042045,2.768820513790203,1.0854504317238054,-2.5081642464317193,0.7601208090554414,-1.7590681108741788,-1.51763740478641,-1.2988288180988146,-0.22304411329846785,-0.046407833328777626,-1.4048187367196197,-1.7551658799899803,-1.0628215827051037,-1.2929813522351876,7.332957871219815,-2.1113483497617214,-0.2824777107832254,-0.5739479761725772,0.22875558021718137,-3.5769837183589095,0.22021318514480237,-1.3114567418365246,degenerating
-2.1363967916971878,-0.09411295665324472,1.359995270562447,0.40204825953526013,-2.0005228573101057,-0.35225596904288037,2.5808927364308794,-1.002564849997556,-1.567258513574147,1.9816014026513504,1.744209822592061,-0.05475155588077412,0.08463166406216294,0.09386944455083646,0.6990808867441777,-2.325899828699182,-0.5484228891280898,-3.9453655891608395,-0.6597377156656572,-1.6750808004617643,0.37562418228405636,-1.7973349779332692,2.786597136406996,-0.09582708075830544,1.8526031801285479,stressed
1.1766370693191428,1.9298178919029945,1.6737197674826467,-2.8543526395758265,-0.639802803703905,1.1640380102217933,1.3508644256266777,-0.8685133873043879,-1.2974659308239511,-1.6116895845554704,0.3605988992629755,1.4995140293927778,-0.2070978517526596,2.432373210301054,0.6903029280919347,1.6330377065255686,-1.2482218897904178,1.5492004561835957,-0.33498446404755056,0.8217021225148194,-2.8057665852688167,-0.30338126813725386,-5.970910485814674,-0.4455442533670452,3.463638317927283,degenerating
-2.959131413772507,-0.04382793482050527,0.08273792225487876,-2.1531175003166116,-2.9807470321226237,-2.5452913370293526,1.8684585108509797,-0.25120281285935886,-2.5222765391242334,1.2503091888975149,-0.33865918778936765,0.11669856322580324,1.121514433288735,-0.5986965788874672,1.4731587573144636,1.1133068601303162,-1.365144502345953,-4.034442144213603,-1.506044242364506,-1.6054336663358353,-0.9582559679778274,-0.39275143795352224,-1.8286444568925224,0.7509916217780057,7.798248731583921,degenerating
-2.1050640227627655,2.839941522781108,-0.5144780974176624,2.226350623600901,1.5971653987745111,-3.726978124601388,0.22224787770197207,-1.1719209327168651,3.895306306338106,-0.7959547802024568,-0.7201020157788871,-0.4001376378530022,-1.5894044646080938,-0.3168036397186358,0.889563675057157,-0.06425199805597359,-0.22556247838096438,-7.930275946765117,3.4212696210996345,0.10691421276993877,0.12456763129054771,-0.13685192852986058,8.671347871922794,-0.24193362930049625,1.4077449698388629,stressed
-0.1909865307482832,0.6306082335145653,-0.2998011976493202,-0.2027131895003551,1.1508897590432077,0.33623242629156236,-1.9626172066895595,-0.26338968781213823,2.980318362734544,-0.2710610081026204,1.3590541562478977,1.2271601762567586,1.1654055382693977,1.0494339196335085,0.9485542996542414,2.278709930078995,-0.41335029676045315,0.7136819420338081,1.6277371353189949,-0.6431357920283707,-1.7812138094181456,-1.0371946977668485,-0.152648857613721,-2.127309541174646,-0.029363791999030928,degenerating
-2.3775344633022524,0.7148598774694592,1.1372532466416827,1.398205853286106,-0.5073310530197603,-2.279201674644713,-1.4877121143077279,0.012691764112708524,2.750615624213587,0.8197680694754877,1.710250391117314,1.1054124052149825,0.8118622151652304,-1.9206765279537545,-0.4904002065731625,2.0871304879817503,0.20158396064036266,-4.973470261093656,1.872403791288746,0.7793004727322356,-1.7600805707250908,-1.006287753837945,4.21332481174616,0.9064245874010424,3.5331109161568297,healthy
-1.18874231696952,0.7606745707395374,0.8274648012495125,-0.8170825685890823,0.0571905548324565,0.369676024969126,-1.4711743174062306,1.0537353176489332,-0.3619698960218656,1.352802149680511,0.758839056359829,-1.6232176949497985,0.7549429460919147,-1.15093425242031,-0.20984211000905195,-1.9702297689462416,-0.2687459905037352,0.3981578755837539,-0.2048026628823878,0.01590761982389131,-2.058299017198398,0.02453558675076115,2.065693825352383,-2.1550069168997035,-0.09031133560364693,stressed
-2.838503874673876,-2.0953884430936993,0.4286371027612596,-0.48857283175797384,-3.463192675648,-1.8936514481611533,3.662709965240066,2.15073068849605,-2.996017850445176,0.8596300943629369,-0.642324717499428,0.5594272545655826,2.2535758374537593,-3.06190736734096,1.1789867406346337,-0.6619377058092126,-0.08597694162442279,-5.3510506782925695,-0.23218659476727677,1.3313949355150587,0.6570312739671669,0.5015982477225653,4.112296351447363,-1.6256858545986492,2.9959134234769347,degenerating
-0.35519038299709604,4.710481029096929,0.47760112766229346,1.6988199561907806,-1.9725780686643837,1.1248896246812583,1.131665767472226,0.6324586861481764,-0.23062509106959492,-0.6967047672987804,1.24940142981085,-0.48640908866705174,-4.497375993390845,3.5575885367340696,-0.05574617812386366,-0.5742463728982632,-0.06594360833295647,-5.8925572693262795,2.142529041410718,-0.19295885256670225,1.752849078677695,-0.13481352569439856,-2.3007639388831618,0.21523861318770118,1.9956861804199078,stressed
